Hour,Customer_1,Customer_2,Customer_3,Customer_4
1359,9,44,45,30
1360,9,33,45,30
1361,4,33,45,30
1362,5,33,45,30
1363,6,33,45,30
1364,12,33,45,28
1365,12,40,45,28
1366,12,40,20,28
1367,3,40,20,28
1368,4,9,20,28
1369,5,9,14,20
1370,5,9,14,20
1371,5,9,14,20
1372,5,9,14,20
1373,5,9,14,20
1374,5,9,14,20
1375,5,9,14,20
1376,5,14,14,30
1377,6,14,14,30
1378,7,14,45,30
1379,3,14,45,30
1380,9,44,45,30
1381,9,44,45,30
1382,9,44,45,30
1383,9,44,45,30
1384,9,33,45,30
1385,4,33,45,30
1386,5,33,45,30
1387,6,33,45,30
1388,12,33,45,28
1389,12,40,45,28
1390,12,40,20,28
1391,3,40,20,28
1392,4,9,20,28
1393,5,9,14,20
1394,5,9,14,20
1395,5,9,14,20
1396,5,9,14,20
1397,5,9,14,20
1398,5,9,14,20
1399,5,9,14,20
1400,5,14,14,30
1401,6,14,14,30
1402,7,14,45,30
1403,3,14,45,30
1404,9,44,45,30
1405,9,44,45,30
1406,9,44,45,30
1407,9,44,45,30
1408,9,33,45,30
1409,4,33,45,30
1410,5,33,45,30
1411,6,33,45,30
1412,12,33,45,28
1413,12,40,45,28
1414,12,40,20,28
1415,3,40,20,28
1416,4,9,20,28
1417,5,9,14,20
1418,5,9,14,20
1419,5,9,14,20
1420,5,9,14,20
1421,5,9,14,20
1422,5,9,14,20
1423,5,9,14,20
1424,5,14,14,30
1425,6,14,14,30
1426,7,14,45,30
1427,3,14,45,30
1428,9,44,45,30
1429,9,44,45,30
1430,9,44,45,30
1431,9,44,45,30
1432,9,33,45,30
1433,4,33,45,30
1434,5,33,45,30
1435,6,33,45,30
1436,12,33,45,28
1437,12,40,45,28
1438,12,40,20,28
1439,3,40,20,28
1440,4,9,20,28
1441,5,9,14,20
1442,5,9,14,20
1443,5,9,14,20
1444,5,9,14,20
1445,5,9,14,20
1446,5,9,14,20
1447,5,9,14,20
1448,5,14,14,30
1449,6,14,14,30
1450,7,14,45,30
1451,3,14,45,30
1452,9,44,45,30
1453,9,44,45,30
1454,9,44,45,30
1455,9,44,45,30
1456,9,33,45,30
1457,4,33,45,30
1458,5,33,45,30
1459,6,33,45,30
1460,12,33,45,28
1461,12,40,45,28
1462,12,40,20,28
1463,3,40,20,28
1464,4,9,20,28
1465,5,9,14,20
1466,5,9,14,20
1467,5,9,14,20
1468,5,9,14,20
1469,5,9,14,20
1470,5,9,14,20
1471,5,9,14,20
1472,5,14,14,30
1473,6,14,14,30
1474,7,14,45,30
1475,3,14,45,30
1476,9,44,45,30
1477,9,44,45,30
1478,9,44,45,30
1479,9,44,45,30
1480,9,33,45,30
1481,4,33,45,30
1482,5,33,45,30
1483,6,33,45,30
1484,12,33,45,28
1485,12,40,45,28
1486,12,40,20,28
1487,3,40,20,28
1488,4,9,20,28
1489,5,9,14,20
1490,5,9,14,20
1491,5,9,14,20
1492,5,9,14,20
1493,5,9,14,20
1494,5,9,14,20
1495,5,9,14,20
1496,5,14,14,30
1497,6,14,14,30
1498,7,14,45,30
1499,3,14,45,30
1500,9,44,45,30
1501,9,44,45,30
1502,9,44,45,30
1503,9,44,45,30
1504,9,33,45,30
1505,4,33,45,30
1506,5,33,45,30
1507,6,33,45,30
1508,12,33,45,28
1509,12,40,45,28
1510,12,40,20,28
1511,3,40,20,28
1512,4,9,20,28
1513,5,9,14,20
1514,5,9,14,20
1515,5,9,14,20
1516,5,9,14,20
1517,5,9,14,20
1518,5,9,14,20
1519,5,9,14,20
1520,5,14,14,30
1521,6,14,14,30
1522,7,14,45,30
1523,3,14,45,30
1524,9,44,45,30
1525,9,44,45,30
1526,9,44,45,30
1527,9,44,45,30
1528,9,33,45,30
1529,4,33,45,30
1530,5,33,45,30
1531,6,33,45,30
1532,12,33,45,28
1533,12,40,45,28
1534,12,40,20,28
1535,3,40,20,28
1536,4,9,20,28
1537,5,9,14,20
1538,5,9,14,20
1539,5,9,14,20
1540,5,9,14,20
1541,5,9,14,20
1542,5,9,14,20
1543,5,9,14,20
1544,5,14,14,30
1545,6,14,14,30
1546,7,14,45,30
1547,3,14,45,30
1548,9,44,45,30
1549,9,44,45,30
1550,9,44,45,30
1551,9,44,45,30
1552,9,33,45,30
1553,4,33,45,30
1554,5,33,45,30
1555,6,33,45,30
1556,12,33,45,28
1557,12,40,45,28
1558,12,40,20,28
1559,3,40,20,28
1560,4,9,20,28
1561,5,9,14,20
1562,5,9,14,20
1563,5,9,14,20
1564,5,9,14,20
1565,5,9,14,20
1566,5,9,14,20
1567,5,9,14,20
1568,5,14,14,30
1569,6,14,14,30
1570,7,14,45,30
1571,3,14,45,30
1572,9,44,45,30
1573,9,44,45,30
1574,9,44,45,30
1575,9,44,45,30
1576,9,33,45,30
1577,4,33,45,30
1578,5,33,45,30
1579,6,33,45,30
1580,12,33,45,28
1581,12,40,45,28
1582,12,40,20,28
1583,3,40,20,28
1584,4,9,20,28
1585,5,9,14,20
1586,5,9,14,20
1587,5,9,14,20
1588,5,9,14,20
1589,5,9,14,20
1590,5,9,14,20
1591,5,9,14,20
1592,5,14,14,30
1593,6,14,14,30
1594,7,14,45,30
1595,3,14,45,30
1596,9,44,45,30
1597,9,44,45,30
1598,9,44,45,30
1599,9,44,45,30
1600,9,33,45,30
1601,4,33,45,30
1602,5,33,45,30
1603,6,33,45,30
1604,12,33,45,28
1605,12,40,45,28
1606,12,40,20,28
1607,3,40,20,28
1608,4,9,20,28
1609,5,9,14,20
1610,5,9,14,20
1611,5,9,14,20
1612,5,9,14,20
1613,5,9,14,20
1614,5,9,14,20
1615,5,9,14,20
1616,5,14,14,30
1617,6,14,14,30
1618,7,14,45,30
1619,3,14,45,30
1620,9,44,45,30
1621,9,44,45,30
1622,9,44,45,30
1623,9,44,45,30
1624,9,33,45,30
1625,4,33,45,30
1626,5,33,45,30
1627,6,33,45,30
1628,12,33,45,28
1629,12,40,45,28
1630,12,40,20,28
1631,3,40,20,28
1632,4,9,20,28
1633,5,9,14,20
1634,5,9,14,20
1635,5,9,14,20
1636,5,9,14,20
1637,5,9,14,20
1638,5,9,14,20
1639,5,9,14,20
1640,5,14,14,30
1641,6,14,14,30
1642,7,14,45,30
1643,3,14,45,30
1644,9,44,45,30
1645,9,44,45,30
1646,9,44,45,30
1647,9,44,45,30
1648,9,33,45,30
1649,4,33,45,30
1650,5,33,45,30
1651,6,33,45,30
1652,12,33,45,28
1653,12,40,45,28
1654,12,40,20,28
1655,3,40,20,28
1656,4,9,20,28
1657,5,9,14,20
1658,5,9,14,20
1659,5,9,14,20
1660,5,9,14,20
1661,5,9,14,20
1662,5,9,14,20
1663,5,9,14,20
1664,5,14,14,30
1665,6,14,14,30
1666,7,14,45,30
1667,3,14,45,30
1668,9,44,45,30
1669,9,44,45,30
1670,9,44,45,30
1671,9,44,45,30
1672,9,33,45,30
1673,4,33,45,30
1674,5,33,45,30
1675,6,33,45,30
1676,12,33,45,28
1677,12,40,45,28
1678,12,40,20,28
1679,3,40,20,28
1680,4,9,20,28
1681,5,9,14,20
1682,5,9,14,20
1683,5,9,14,20
1684,5,9,14,20
1685,5,9,14,20
1686,5,9,14,20
1687,5,9,14,20
1688,5,14,14,30
1689,6,14,14,30
1690,7,14,45,30
1691,3,14,45,30
1692,9,44,45,30
1693,9,44,45,30
1694,9,44,45,30
1695,9,44,45,30
1696,9,33,45,30
1697,4,33,45,30
1698,5,33,45,30
1699,6,33,45,30
1700,12,33,45,28
1701,12,40,45,28
1702,12,40,20,28
1703,3,40,20,28
1704,4,9,20,28
1705,5,9,14,20
1706,5,9,14,20
1707,5,9,14,20
1708,5,9,14,20
1709,5,9,14,20
1710,5,9,14,20
1711,5,9,14,20
1712,5,14,14,30
1713,6,14,14,30
1714,7,14,45,30
1715,3,14,45,30
1716,9,44,45,30
1717,9,44,45,30
1718,9,44,45,30
1719,9,44,45,30
1720,9,33,45,30
1721,4,33,45,30
1722,5,33,45,30
1723,6,33,45,30
1724,12,33,45,28
1725,12,40,45,28
1726,12,40,20,28
1727,3,40,20,28
1728,4,9,20,28
1729,5,9,14,20
1730,5,9,14,20
1731,5,9,14,20
1732,5,9,14,20
1733,5,9,14,20
1734,5,9,14,20
1735,5,9,14,20
1736,5,14,14,30
1737,6,14,14,30
1738,7,14,45,30
1739,3,14,45,30
1740,9,44,45,30
1741,9,44,45,30
1742,9,44,45,30
1743,9,44,45,30
1744,9,33,45,30
1745,4,33,45,30
1746,5,33,45,30
1747,6,33,45,30
1748,12,33,45,28
1749,12,40,45,28
1750,12,40,20,28
1751,3,40,20,28
1752,4,9,20,28
1753,5,9,14,20
1754,5,9,14,20
1755,5,9,14,20
1756,5,9,14,20
1757,5,9,14,20
1758,5,9,14,20
1759,5,9,14,20
1760,5,14,14,30
1761,6,14,14,30
1762,7,14,45,30
1763,3,14,45,30
1764,9,44,45,30
1765,9,44,45,30
1766,9,44,45,30
1767,9,44,45,30
1768,9,33,45,30
1769,4,33,45,30
1770,5,33,45,30
1771,6,33,45,30
1772,12,33,45,28
1773,12,40,45,28
1774,12,40,20,28
1775,3,40,20,28
1776,4,9,20,28
1777,5,9,14,20
1778,5,9,14,20
1779,5,9,14,20
1780,5,9,14,20
1781,5,9,14,20
1782,5,9,14,20
1783,5,9,14,20
1784,5,14,14,30
1785,6,14,14,30
1786,7,14,45,30
1787,3,14,45,30
1788,9,44,45,30
1789,9,44,45,30
1790,9,44,45,30
1791,9,44,45,30
1792,9,33,45,30
1793,4,33,45,30
1794,5,33,45,30
1795,6,33,45,30
1796,12,33,45,28
1797,12,40,45,28
1798,12,40,20,28
1799,3,40,20,28
1800,4,9,20,28
1801,5,9,14,20
1802,5,9,14,20
1803,5,9,14,20
1804,5,9,14,20
1805,5,9,14,20
1806,5,9,14,20
1807,5,9,14,20
1808,5,14,14,30
1809,6,14,14,30
1810,7,14,45,30
1811,3,14,45,30
1812,9,44,45,30
1813,9,44,45,30
1814,9,44,45,30
1815,9,44,45,30
1816,9,33,45,30
1817,4,33,45,30
1818,5,33,45,30
1819,6,33,45,30
1820,12,33,45,28
1821,12,40,45,28
1822,12,40,20,28
1823,3,40,20,28
1824,4,9,20,28
1825,5,9,14,20
1826,5,9,14,20
1827,5,9,14,20
1828,5,9,14,20
1829,5,9,14,20
1830,5,9,14,20
1831,5,9,14,20
1832,5,14,14,30
1833,6,14,14,30
1834,7,14,45,30
1835,3,14,45,30
1836,9,44,45,30
1837,9,44,45,30
1838,9,44,45,30
1839,9,44,45,30
1840,9,33,45,30
1841,4,33,45,30
1842,5,33,45,30
1843,6,33,45,30
1844,12,33,45,28
1845,12,40,45,28
1846,12,40,20,28
1847,3,40,20,28
1848,4,9,20,28
1849,5,9,14,20
1850,5,9,14,20
1851,5,9,14,20
1852,5,9,14,20
1853,5,9,14,20
1854,5,9,14,20
1855,5,9,14,20
1856,5,14,14,30
1857,6,14,14,30
1858,7,14,45,30
1859,3,14,45,30
1860,9,44,45,30
1861,9,44,45,30
1862,9,44,45,30
1863,9,44,45,30
1864,9,33,45,30
1865,4,33,45,30
1866,5,33,45,30
1867,6,33,45,30
1868,12,33,45,28
1869,12,40,45,28
1870,12,40,20,28
1871,3,40,20,28
1872,4,9,20,28
1873,5,9,14,20
1874,5,9,14,20
1875,5,9,14,20
1876,5,9,14,20
1877,5,9,14,20
1878,5,9,14,20
1879,5,9,14,20
1880,5,14,14,30
1881,6,14,14,30
1882,7,14,45,30
1883,3,14,45,30
1884,9,44,45,30
1885,9,44,45,30
1886,9,44,45,30
1887,9,44,45,30
1888,9,33,45,30
1889,4,33,45,30
1890,5,33,45,30
1891,6,33,45,30
1892,12,33,45,28
1893,12,40,45,28
1894,12,40,20,28
1895,3,40,20,28
1896,4,9,20,28
1897,5,9,14,20
1898,5,9,14,20
1899,5,9,14,20
1900,5,9,14,20
1901,5,9,14,20
1902,5,9,14,20
1903,5,9,14,20
1904,5,14,14,30
1905,6,14,14,30
1906,7,14,45,30
1907,3,14,45,30
1908,9,44,45,30
1909,9,44,45,30
1910,9,44,45,30
1911,9,44,45,30
1912,9,33,45,30
1913,4,33,45,30
1914,5,33,45,30
1915,6,33,45,30
1916,12,33,45,28
1917,12,40,45,28
1918,12,40,20,28
1919,3,40,20,28
1920,4,9,20,28
1921,5,9,14,20
1922,5,9,14,20
1923,5,9,14,20
1924,5,9,14,20
1925,5,9,14,20
1926,5,9,14,20
1927,5,9,14,20
1928,5,14,14,30
1929,6,14,14,30
1930,7,14,45,30
1931,3,14,45,30
1932,9,44,45,30
1933,9,44,45,30
1934,9,44,45,30
1935,9,44,45,30
1936,9,33,45,30
1937,4,33,45,30
1938,5,33,45,30
1939,6,33,45,30
1940,12,33,45,28
1941,12,40,45,28
1942,12,40,20,28
1943,3,40,20,28
1944,4,9,20,28
1945,5,9,14,20
1946,5,9,14,20
1947,5,9,14,20
1948,5,9,14,20
1949,5,9,14,20
1950,5,9,14,20
1951,5,9,14,20
1952,5,14,14,30
1953,6,14,14,30
1954,7,14,45,30
1955,3,14,45,30
1956,9,44,45,30
1957,9,44,45,30
1958,9,44,45,30
1959,9,44,45,30
1960,9,33,45,30
1961,4,33,45,30
1962,5,33,45,30
1963,6,33,45,30
1964,12,33,45,28
1965,12,40,45,28
1966,12,40,20,28
1967,3,40,20,28
1968,4,9,20,28
1969,5,9,14,20
1970,5,9,14,20
1971,5,9,14,20
1972,5,9,14,20
1973,5,9,14,20
1974,5,9,14,20
1975,5,9,14,20
1976,5,14,14,30
1977,6,14,14,30
1978,7,14,45,30
1979,3,14,45,30
1980,9,44,45,30
1981,9,44,45,30
1982,9,44,45,30
1983,9,44,45,30
1984,9,33,45,30
1985,4,33,45,30
1986,5,33,45,30
1987,6,33,45,30
1988,12,33,45,28
1989,12,40,45,28
1990,12,40,20,28
1991,3,40,20,28
1992,4,9,20,28
1993,5,9,14,20
1994,5,9,14,20
1995,5,9,14,20
1996,5,9,14,20
1997,5,9,14,20
1998,5,9,14,20
1999,5,9,14,20
2000,5,14,14,30
2001,6,14,14,30
2002,7,14,45,30
2003,3,14,45,30
2004,9,44,45,30
2005,9,44,45,30
2006,9,44,45,30
2007,9,44,45,30
2008,9,33,45,30
2009,4,33,45,30
2010,5,33,45,30
2011,6,33,45,30
2012,12,33,45,28
2013,12,40,45,28
2014,12,40,20,28
2015,3,40,20,28
2016,4,9,20,28
2017,5,9,14,20
2018,5,9,14,20
2019,5,9,14,20
2020,5,9,14,20
2021,5,9,14,20
2022,5,9,14,20
2023,5,9,14,20
2024,5,14,14,30
2025,6,14,14,30
2026,7,14,45,30
2027,3,14,45,30
2028,9,44,45,30
2029,9,44,45,30
2030,9,44,45,30
2031,9,44,45,30
2032,9,33,45,30
2033,4,33,45,30
2034,5,33,45,30
2035,6,33,45,30
2036,12,33,45,28
2037,12,40,45,28
2038,12,40,20,28
2039,3,40,20,28
2040,4,9,20,28
2041,5,9,14,20
2042,5,9,14,20
2043,5,9,14,20
2044,5,9,14,20
2045,5,9,14,20
2046,5,9,14,20
2047,5,9,14,20
2048,5,14,14,30
2049,6,14,14,30
2050,7,14,45,30
2051,3,14,45,30
2052,9,44,45,30
2053,9,44,45,30
2054,9,44,45,30
2055,9,44,45,30
2056,9,33,45,30
2057,4,33,45,30
2058,5,33,45,30
2059,6,33,45,30
2060,12,33,45,28
2061,12,40,45,28
2062,12,40,20,28
2063,3,40,20,28
2064,4,9,20,28
2065,5,9,14,20
2066,5,9,14,20
2067,5,9,14,20
2068,5,9,14,20
2069,5,9,14,20
2070,5,9,14,20
2071,5,9,14,20
2072,5,14,14,30
2073,6,14,14,30
2074,7,14,45,30
2075,3,14,45,30
2076,9,44,45,30
2077,9,44,45,30
2078,9,44,45,30
2079,9,44,45,30
2080,9,33,45,30
2081,4,33,45,30
2082,5,33,45,30
2083,6,33,45,30
2084,12,33,45,28
2085,12,40,45,28
2086,12,40,20,28
2087,3,40,20,28
2088,4,9,20,28
2089,5,9,14,20
2090,5,9,14,20
2091,5,9,14,20
2092,5,9,14,20
2093,5,9,14,20
2094,5,9,14,20
2095,5,9,14,20
2096,5,14,14,30
2097,6,14,14,30
2098,7,14,45,30
2099,3,14,45,30
2100,9,44,45,30
2101,9,44,45,30
2102,9,44,45,30
2103,9,44,45,30
2104,9,33,45,30
2105,4,33,45,30
2106,5,33,45,30
2107,6,33,45,30
2108,12,33,45,28
2109,12,40,45,28
2110,12,40,20,28
2111,3,40,20,28
2112,4,9,20,28
2113,5,9,14,20
2114,5,9,14,20
2115,5,9,14,20
2116,5,9,14,20
2117,5,9,14,20
2118,5,9,14,20
2119,5,9,14,20
2120,5,14,14,30
2121,6,14,14,30
2122,7,14,45,30
2123,3,14,45,30
2124,9,44,45,30
2125,9,44,45,30
2126,9,44,45,30
2127,9,44,45,30
2128,9,33,45,30
2129,4,33,45,30
2130,5,33,45,30
2131,6,33,45,30
2132,12,33,45,28
2133,12,40,45,28
2134,12,40,20,28
2135,3,40,20,28
2136,4,9,20,28
2137,5,9,14,20
2138,5,9,14,20
2139,5,9,14,20
2140,5,9,14,20
2141,5,9,14,20
2142,5,9,14,20
2143,5,9,14,20
2144,5,14,14,30
2145,6,14,14,30
2146,7,14,45,30
2147,3,14,45,30
2148,9,44,45,30
2149,9,44,45,30
2150,9,44,45,30
2151,9,44,45,30
2152,9,33,45,30
2153,4,33,45,30
2154,5,33,45,30
2155,6,33,45,30
2156,12,33,45,28
2157,12,40,45,28
2158,12,40,20,28
2159,3,40,20,28
2160,4,9,20,28
2161,5,9,14,20
2162,5,9,14,20
2163,5,9,14,20
2164,5,9,14,20
2165,5,9,14,20
2166,5,9,14,20
2167,5,9,14,20
2168,5,14,14,30
2169,6,14,14,30
2170,7,14,45,30
2171,3,14,45,30
2172,9,44,45,30
2173,9,44,45,30
2174,9,44,45,30
2175,9,44,45,30
2176,9,33,45,30
2177,4,33,45,30
2178,5,33,45,30
2179,6,33,45,30
2180,12,33,45,28
2181,12,40,45,28
2182,12,40,20,28
2183,3,40,20,28
2184,4,9,20,28
2185,5,9,14,20
2186,5,9,14,20
2187,5,9,14,20
2188,5,9,14,20
2189,5,9,14,20
2190,5,9,14,20
2191,5,9,14,20
2192,5,14,14,30
2193,6,14,14,30
2194,7,14,45,30
2195,3,14,45,30
2196,9,44,45,30
2197,9,44,45,30
2198,9,44,45,30
2199,9,44,45,30
2200,9,33,45,30
2201,4,33,45,30
2202,5,33,45,30
2203,6,33,45,30
2204,12,33,45,28
2205,12,40,45,28
2206,12,40,20,28
2207,3,40,20,28
2208,4,9,20,28
2209,5,9,14,20
2210,5,9,14,20
2211,5,9,14,20
2212,5,9,14,20
2213,5,9,14,20
2214,5,9,14,20
2215,5,9,14,20
2216,5,14,14,30
2217,6,14,14,30
2218,7,14,45,30
2219,3,14,45,30
2220,9,44,45,30
2221,9,44,45,30
2222,9,44,45,30
2223,9,44,45,30
2224,9,33,45,30
2225,4,33,45,30
2226,5,33,45,30
2227,6,33,45,30
2228,12,33,45,28
2229,12,40,45,28
2230,12,40,20,28
2231,3,40,20,28
2232,4,9,20,28
2233,5,9,14,20
2234,5,9,14,20
2235,5,9,14,20
2236,5,9,14,20
2237,5,9,14,20
2238,5,9,14,20
2239,5,9,14,20
2240,5,14,14,30
2241,6,14,14,30
2242,7,14,45,30
2243,3,14,45,30
2244,9,44,45,30
2245,9,44,45,30
2246,9,44,45,30
2247,9,44,45,30
2248,9,33,45,30
2249,4,33,45,30
2250,5,33,45,30
2251,6,33,45,30
2252,12,33,45,28
2253,12,40,45,28
2254,12,40,20,28
2255,3,40,20,28
2256,4,9,20,28
2257,5,9,14,20
2258,5,9,14,20
2259,5,9,14,20
2260,5,9,14,20
2261,5,9,14,20
2262,5,9,14,20
2263,5,9,14,20
2264,5,14,14,30
2265,6,14,14,30
2266,7,14,45,30
2267,3,14,45,30
2268,9,44,45,30
2269,9,44,45,30
2270,9,44,45,30
2271,9,44,45,30
2272,9,33,45,30
2273,4,33,45,30
2274,5,33,45,30
2275,6,33,45,30
2276,12,33,45,28
2277,12,40,45,28
2278,12,40,20,28
2279,3,40,20,28
2280,4,9,20,28
2281,5,9,14,20
2282,5,9,14,20
2283,5,9,14,20
2284,5,9,14,20
2285,5,9,14,20
2286,5,9,14,20
2287,5,9,14,20
2288,5,14,14,30
2289,6,14,14,30
2290,7,14,45,30
2291,3,14,45,30
2292,9,44,45,30
2293,9,44,45,30
2294,9,44,45,30
2295,9,44,45,30
2296,9,33,45,30
2297,4,33,45,30
2298,5,33,45,30
2299,6,33,45,30
2300,12,33,45,28
2301,12,40,45,28
2302,12,40,20,28
2303,3,40,20,28
2304,4,9,20,28
2305,5,9,14,20
2306,5,9,14,20
2307,5,9,14,20
2308,5,9,14,20
2309,5,9,14,20
2310,5,9,14,20
2311,5,9,14,20
2312,5,14,14,30
2313,6,14,14,30
2314,7,14,45,30
2315,3,14,45,30
2316,9,44,45,30
2317,9,44,45,30
2318,9,44,45,30
2319,9,44,45,30
2320,9,33,45,30
2321,4,33,45,30
2322,5,33,45,30
2323,6,33,45,30
2324,12,33,45,28
2325,12,40,45,28
2326,12,40,20,28
2327,3,40,20,28
2328,4,9,20,28
2329,5,9,14,20
2330,5,9,14,20
2331,5,9,14,20
2332,5,9,14,20
2333,5,9,14,20
2334,5,9,14,20
2335,5,9,14,20
2336,5,14,14,30
2337,6,14,14,30
2338,7,14,45,30
2339,3,14,45,30
2340,9,44,45,30
2341,9,44,45,30
2342,9,44,45,30
2343,9,44,45,30
2344,9,33,45,30
2345,4,33,45,30
2346,5,33,45,30
2347,6,33,45,30
2348,12,33,45,28
2349,12,40,45,28
2350,12,40,20,28
2351,3,40,20,28
2352,4,9,20,28
2353,5,9,14,20
2354,5,9,14,20
2355,5,9,14,20
2356,5,9,14,20
2357,5,9,14,20
2358,5,9,14,20
2359,5,9,14,20
2360,5,14,14,30
2361,6,14,14,30
2362,7,14,45,30
2363,3,14,45,30
2364,9,44,45,30
2365,9,44,45,30
2366,9,44,45,30
2367,9,44,45,30
2368,9,33,45,30
2369,4,33,45,30
2370,5,33,45,30
2371,6,33,45,30
2372,12,33,45,28
2373,12,40,45,28
2374,12,40,20,28
2375,3,40,20,28
2376,4,9,20,28
2377,5,9,14,20
2378,5,9,14,20
2379,5,9,14,20
2380,5,9,14,20
2381,5,9,14,20
2382,5,9,14,20
2383,5,9,14,20
2384,5,14,14,30
2385,6,14,14,30
2386,7,14,45,30
2387,3,14,45,30
2388,9,44,45,30
2389,9,44,45,30
2390,9,44,45,30
2391,9,44,45,30
2392,9,33,45,30
2393,4,33,45,30
2394,5,33,45,30
2395,6,33,45,30
2396,12,33,45,28
2397,12,40,45,28
2398,12,40,20,28
2399,3,40,20,28
2400,4,9,20,28
2401,5,9,14,20
2402,5,9,14,20
2403,5,9,14,20
2404,5,9,14,20
2405,5,9,14,20
2406,5,9,14,20
2407,5,9,14,20
2408,5,14,14,30
2409,6,14,14,30
2410,7,14,45,30
2411,3,14,45,30
2412,9,44,45,30
2413,9,44,45,30
2414,9,44,45,30
2415,9,44,45,30
2416,9,33,45,30
2417,4,33,45,30
2418,5,33,45,30
2419,6,33,45,30
2420,12,33,45,28
2421,12,40,45,28
2422,12,40,20,28
2423,3,40,20,28
2424,4,9,20,28
2425,5,9,14,20
2426,5,9,14,20
2427,5,9,14,20
2428,5,9,14,20
2429,5,9,14,20
2430,5,9,14,20
2431,5,9,14,20
2432,5,14,14,30
2433,6,14,14,30
2434,7,14,45,30
2435,3,14,45,30
2436,9,44,45,30
2437,9,44,45,30
2438,9,44,45,30
2439,9,44,45,30
2440,9,33,45,30
2441,4,33,45,30
2442,5,33,45,30
2443,6,33,45,30
2444,12,33,45,28
2445,12,40,45,28
2446,12,40,20,28
2447,3,40,20,28
2448,4,9,20,28
2449,5,9,14,20
2450,5,9,14,20
2451,5,9,14,20
2452,5,9,14,20
2453,5,9,14,20
2454,5,9,14,20
2455,5,9,14,20
2456,5,14,14,30
2457,6,14,14,30
2458,7,14,45,30
2459,3,14,45,30
2460,9,44,45,30
2461,9,44,45,30
2462,9,44,45,30
2463,9,44,45,30
2464,9,33,45,30
2465,4,33,45,30
2466,5,33,45,30
2467,6,33,45,30
2468,12,33,45,28
2469,12,40,45,28
2470,12,40,20,28
2471,3,40,20,28
2472,4,9,20,28
2473,5,9,14,20
2474,5,9,14,20
2475,5,9,14,20
2476,5,9,14,20
2477,5,9,14,20
2478,5,9,14,20
2479,5,9,14,20
2480,5,14,14,30
2481,6,14,14,30
2482,7,14,45,30
2483,3,14,45,30
2484,9,44,45,30
2485,9,44,45,30
2486,9,44,45,30
2487,9,44,45,30
2488,9,33,45,30
2489,4,33,45,30
2490,5,33,45,30
2491,6,33,45,30
2492,12,33,45,28
2493,12,40,45,28
2494,12,40,20,28
2495,3,40,20,28
2496,4,9,20,28
2497,5,9,14,20
2498,5,9,14,20
2499,5,9,14,20
2500,5,9,14,20
2501,5,9,14,20
2502,5,9,14,20
2503,5,9,14,20
2504,5,14,14,30
2505,6,14,14,30
2506,7,14,45,30
2507,3,14,45,30
2508,9,44,45,30
2509,9,44,45,30
2510,9,44,45,30
2511,9,44,45,30
2512,9,33,45,30
2513,4,33,45,30
2514,5,33,45,30
2515,6,33,45,30
2516,12,33,45,28
2517,12,40,45,28
2518,12,40,20,28
2519,3,40,20,28
2520,4,9,20,28
2521,5,9,14,20
2522,5,9,14,20
2523,5,9,14,20
2524,5,9,14,20
2525,5,9,14,20
2526,5,9,14,20
2527,5,9,14,20
2528,5,14,14,30
2529,6,14,14,30
2530,7,14,45,30
2531,3,14,45,30
2532,9,44,45,30
2533,9,44,45,30
2534,9,44,45,30
2535,9,44,45,30
2536,9,33,45,30
2537,4,33,45,30
2538,5,33,45,30
2539,6,33,45,30
2540,12,33,45,28
2541,12,40,45,28
2542,12,40,20,28
2543,3,40,20,28
2544,4,9,20,28
2545,5,9,14,20
2546,5,9,14,20
2547,5,9,14,20
2548,5,9,14,20
2549,5,9,14,20
2550,5,9,14,20
2551,5,9,14,20
2552,5,14,14,30
2553,6,14,14,30
2554,7,14,45,30
2555,3,14,45,30
2556,9,44,45,30
2557,9,44,45,30
2558,9,44,45,30
2559,9,44,45,30
2560,9,33,45,30
2561,4,33,45,30
2562,5,33,45,30
2563,6,33,45,30
2564,12,33,45,28
2565,12,40,45,28
2566,12,40,20,28
2567,3,40,20,28
2568,4,9,20,28
2569,5,9,14,20
2570,5,9,14,20
2571,5,9,14,20
2572,5,9,14,20
2573,5,9,14,20
2574,5,9,14,20
2575,5,9,14,20
2576,5,14,14,30
2577,6,14,14,30
2578,7,14,45,30
2579,3,14,45,30
2580,9,44,45,30
2581,9,44,45,30
2582,9,44,45,30
2583,9,44,45,30
2584,9,33,45,30
2585,4,33,45,30
2586,5,33,45,30
2587,6,33,45,30
2588,12,33,45,28
2589,12,40,45,28
2590,12,40,20,28
2591,3,40,20,28
2592,4,9,20,28
2593,5,9,14,20
2594,5,9,14,20
2595,5,9,14,20
2596,5,9,14,20
2597,5,9,14,20
2598,5,9,14,20
2599,5,9,14,20
2600,5,14,14,30
2601,6,14,14,30
2602,7,14,45,30
2603,3,14,45,30
2604,9,44,45,30
2605,9,44,45,30
2606,9,44,45,30
2607,9,44,45,30
2608,9,33,45,30
2609,4,33,45,30
2610,5,33,45,30
2611,6,33,45,30
2612,12,33,45,28
2613,12,40,45,28
2614,12,40,20,28
2615,3,40,20,28
2616,4,9,20,28
2617,5,9,14,20
2618,5,9,14,20
2619,5,9,14,20
2620,5,9,14,20
2621,5,9,14,20
2622,5,9,14,20
2623,5,9,14,20
2624,5,14,14,30
2625,6,14,14,30
2626,7,14,45,30
2627,3,14,45,30
2628,9,44,45,30
